"id"	"name"	"country"	"state"	"city"	"address"	"longitude"	"latitude"	"source"	"type"	"long.qry"	"lat.qry"	"address.qry"
"6233"	NA	"Nanjing Normal University"	"China"	"Jiangsu"	"Nanjing"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	118.7702206	32.0542891	"Nan Jing Shi Fan Da Xue, Gulou Qu, Nanjing Shi, Jiangsu Sheng, China, 210024"
"6234"	NA	"Naturkundemuseum Erfurt"	"Germany"	""	"D-99015 Erfurt"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.0298799	50.9847679	"Erfurt, Germany"
"6235"	NA	"Nankai University"	"China"	"Tianjin"	"Tianjin"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	117.1787466	39.1036898	"Nan Kai Da Xue, Nankai Qu, Tianjin Shi, China"
"6236"	NA	"Agricultural University of Norway"	"Norway"	""	"N-1432 Aas-NLH"	"Urbygningen.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-70.5448096	44.2139566	"Norway, ME, USA"
"6237"	NA	"Nottingham Literary and Philosophical Society"	"United Kingdom"	"England"	"Nottingham, Nottinghamshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1581086	52.9547832	"Nottingham, UK"
"6238"	NA	"Notre Dame University"	"Canada"	"British Columbia"	"Nelson"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.618161	45.5032139	"Montreal University Station, Montréal, QC H3T, Canada"
"6239"	NA	"University of Louisiana at Monroe"	"USA"	"Louisiana"	"Monroe"	"700 University Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-117.1400871	32.759132	"Monroe Ave & Louisiana St, San Diego, CA 92116, USA"
"6240"	NA	"University of the Philippines College Baguio"	"Philippines"	""	"2600 Baguio City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.5960071	16.4023332	"Baguio, Benguet, Philippines"
"6241"	NA	"Northern Michigan University"	"USA"	"Michigan"	"Marquette"	"New Seaborg Science Building 1210.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-87.400499	46.55692	"Northern Michigan University Historical Marker, 1401 Presque Isle Ave, Marquette, MI 49855, USA"
"6242"	NA	"Inner Mongolia Agricultural University"	"China"	"Inner Mongolia"	"Hohhot"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	111.7070154	40.813127	"Nei Meng Gu Nong Ye Da Xue, Saihan Qu, Huhehaote Shi, Neimenggu Zizhiqu, China, 010070"
"6243"	NA	"National Museum"	"South Africa"	"Free State Province"	"Bloemfontein 9300"	"36 Aliwal Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	26.2243	-29.11808	"National Museum, Bloemfontein, 9301, South Africa"
"6244"	NA	"Natuurmuseum Brabant"	"Netherlands"	""	"5000 AX Tilburg"	"Spoorlaan 434  "	NA	NA	"grbioorg"	"biodiversityinstitution"	5.9502217	51.5703043	"Museumlaan, 5825 Overloon, Netherlands"
"6245"	NA	"New Mexico State University"	"USA"	"New Mexico"	"Las Cruces"	"Biology Annex, at the corner of Stewart St. and Williams St.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-106.74013	32.28201	"New Mexico State University (NMSU), University Park, NM 88003, USA"
"6246"	NA	"New Mexico State University"	"USA"	"New Mexico"	"Las Cruces"	"Espina Street, 340 Knox Hall.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-106.74013	32.28201	"New Mexico State University (NMSU), University Park, NM 88003, USA"
"6247"	NA	"Inner Mongolia Forestry College"	"China"	"Inner Mongolia"	"Hohhot"	"East New Construction Street (Xinjie Dongjie).  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6248"	NA	"Natur-Museum Luzern"	"Switzerland"	""	"CH-6003 Lucerne"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	8.3093072	47.0501682	"Lucerne, Switzerland"
"6249"	NA	"Nantucket Maria Mitchell Association"	"USA"	"Massachusetts"	"Nantucket"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-70.099451	41.2834704	"Nantucket, MA, USA"
"6250"	NA	"Northamptonshire Natural History Society"	"United Kingdom"	"England"	"Northampton, Northamptonshire NN1 1LD"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6251"	NA	"Natuurmuseum Nijmegen eo"	"Netherlands"	""	"Nijmegen"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6252"	NA	"Zhejiang Institute of Traditional Chinese Medicine"	"China"	"Zhejiang"	"Hangzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.6124611	28.0162465	"Wen Zhou Shi Hai He Zhong Yao Yan Jiu Suo, Lucheng Qu, Wenzhou Shi, Zhejiang Sheng, China, 325000"
"6253"	NA	"Semyung University"	"South Korea"	"Chungbuk"	"Jecheon"	"579, Shin-Wol dong  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6254"	NA	"Northwest Missouri State University"	"USA"	"Missouri"	"Maryville"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-94.5028551	37.0830163	"724 Illinois Ave Missouri State university, Joplin, MO 64801, USA"
"6255"	NA	"Inner Mongolia Normal University"	"China"	"Inner Mongolia"	"Hohhot"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	111.6981422	40.8037602	"Nei Meng Gu Shi Fan Da Xue, Saihan Qu, Huhehaote Shi, Neimenggu Zizhiqu, China, 010070"
"6256"	NA	"National Museums and Galleries of Wales"	"United Kingdom"	"Wales"	"Cardiff CF10 3NP"	"Cathays Park.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.7837117	52.1306607	"Wales, UK"
"6257"	NA	"Nanning Arboretum"	"China"	"Guangxi"	"Nanning"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	108.366543	22.817002	"Nanning, Guangxi, China"
"6258"	NA	"N I Lobachevsky Nizhny Novgorod State University"	"Russia"	""	"Nizhni Novgorod 603950"	"23 Gagarin Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6259"	NA	"The National Orchid Conservation Center"	"China"	""	"Shenzhen"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6260"	NA	"University of New Orleans"	"USA"	"Louisiana"	"New Orleans"	"Lakefront.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-96.8292749	32.8170364	"New Orleans Pl, Dallas, TX 75235, USA"
"6261"	NA	"Northeastern State University"	"USA"	"Oklahoma"	"Tahlequah"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-94.9675425	35.9250995	"Optometry, 1001 N Grand Ave, Tahlequah, OK 74464, USA"
"6262"	NA	"Nottingham City Natural History Museum"	"United Kingdom"	"England"	"Nottingham NG8 2AE"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1581086	52.9547832	"Nottingham, UK"
"6263"	NA	"University of Nottingham"	"United Kingdom"	"England"	"Nottingham, Nottinghamshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1873402	52.9436512	"Nottingham University Hospital, Derby Rd, Nottingham NG7 2UH, UK"
"6264"	NA	"Institut de Recherche pour le Developpement"	"New Caledonia"	""	"98848 Nouméa Cedex"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6265"	NA	"Nanjing Institute of Geology and Paleontology, Academia Sinica"	"China"	"Jiangsu"	"Nanjing 210008"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	118.796877	32.060255	"Nanjing, Jiangsu, China"
"6266"	NA	"Natal Parks, Game, and Fish Preservation Board"	"South Africa"	"KwaZulu-Natal Province"	"Mtubatuba 3935"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6267"	NA	"Seoul National University"	"South Korea"	""	"Seoul 110-460"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	126.952712	37.48121	"Seoul National University, Bongcheon-dong, Seoul"
"6268"	NA	"Newport Museum and Art Gallery"	"United Kingdom"	"Wales"	"Newport, Gwent"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.3128285	41.4901024	"Newport, RI, USA"
"6269"	NA	"Northern Prairie Research Center"	"USA"	"North Dakota"	"Jamestown"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-98.6272532	46.8787708	"Northern Prairie Wildlife Research Center, 8711 37th St SE, Jamestown, ND 58401, USA"
"6270"	NA	"National Research Council of Canada"	"Canada"	"Nova Scotia"	"Halifax"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-123.2324372	49.2451939	"National Research Council Canada, Vancouver, BC V6T 1W5, Canada"
"6271"	NA	"Nairn Literary Society Library, Public Library"	"United Kingdom"	"Scotland"	"Nairn, Highland Region"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6272"	NA	"Nova Scotia Agricultural College"	"Canada"	"Nova Scotia"	"Truro"	"Cox Institute, College Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-63.744311	44.6819866	"Nova Scotia, Canada"
"6273"	NA	"North Scotland College of Agriculture"	"United Kingdom"	"Scotland"	"Aberdeen"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.0078693	56.3207894	"Scottish Agricultural College, 33 Castlefield, Cupar KY15 4DB, UK"
"6274"	NA	"Nevada Division of Agriculture"	"USA"	"Nevada"	"Reno"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-116.419389	38.8026097	"Nevada, USA"
"6275"	NA	"Central Siberian Botanical Garden, Siberian Branch of Russian Academy of Sciensis"	"Russia"	""	"Novosibirsk"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6276"	NA	"Sun Yat-Sen Tomb and Memorial Park Commission"	"China"	"Jiangsu"	"Nanjing"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6277"	NA	"Nevada State Museum"	"USA"	"Nevada"	"Carson City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-119.7675305	39.1493253	"Nevada State RR Museum, Carson City, NV 89701, USA"
"6278"	NA	"Nova Scotia Museum of Natural History"	"Canada"	"Nova Scotia"	"Halifax"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6279"	NA	"Nova Scotia Research Foundation"	"Canada"	"Nova Scotia"	"Halifax"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-63.744311	44.6819866	"Nova Scotia, Canada"
"6280"	NA	"University of Liverpool Botanic Gardens"	"United Kingdom"	"England"	"Ness, Cheshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.9421227	53.4064238	"Wavertree Botanic Gardens, Edge Ln, Liverpool L7, UK"
"6281"	NA	"State Forests of New South Wales"	"Australia"	"New South Wales"	"Beecroft"	"121-131 Oratava Avenue, West Pennant Hills.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	149.935374	-31.7462789	"State Forest Rd, Coolah NSW 2843, Australia"
"6282"	NA	"Department of Land Resources Management"	"Australia"	"Northern Territory"	"Alice Springs"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6283"	NA	"County Record Office"	"United Kingdom"	"England"	"Northallerton, North Yorkshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1066866	52.5854244	"outside County Record Office, Wigston LE18, UK"
"6284"	NA	"Museum d Histoire Naturelle de Nantes"	"France"	""	"F-44000 Nantes"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.553621	47.218371	"Nantes, France"
"6285"	NA	"Central Museum and Art Gallery"	"United Kingdom"	"England"	"Northampton, Northamptonshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6286"	NA	"Nevada Operations Office, US Department of Energy"	"USA"	"Nevada"	"Las Vegas"	"Nevada Test Site, Mercury.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-116.419389	38.8026097	"Nevada, USA"
"6287"	NA	"University of North Texas"	"USA"	"Texas"	"Denton"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-97.1528959	33.2539457	"University of North Texas Discovery Park, 3940 N Elm St, Denton, TX 76207, USA"
"6288"	NA	"National Taiwan University"	"Taiwan"	""	"Taipei 10617"	"1, section 4, Roosevelt Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	121.518577	25.041471	"National Taiwan University Hospital, Zhongzheng District, Taipei City, Taiwan 100"
"6289"	NA	"University of KwaZulu-Natal, Pietermaritzburg campus"	"South Africa"	"KwaZulu-Natal Province"	"Scottsville"	"Bews Building, Life Sciences and Agriculture Campus Carbis Road, Scottsville "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6290"	NA	"Nagoya University"	"Japan"	"Aichi"	"Nagoya"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6291"	NA	"Norwich University"	"USA"	"Vermont"	"Northfield"	"Tompkins Hall.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.931436	38.9819843	"Norwich Rd, College Park, MD, USA"
"6292"	NA	"Northwest University of Agriculture Forestry Science and Technology"	"China"	"Shaanxi"	"Yangling"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6293"	NA	"Norfolk Museums and Archaeology Service"	"United Kingdom"	"England"	"Norwich, Norfolk NR1 3JQ"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.2858726	36.8507689	"Norfolk, VA, USA"
"6294"	NA	"Newark District Council Museum"	"United Kingdom"	"England"	"Newark, Nottinghamshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-82.4698603	40.0795198	"Newark Township, OH 43055, USA"
"6295"	NA	"Northwestern Oklahoma State University"	"USA"	"Oklahoma"	"Alva"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-94.9675425	35.9250995	"Optometry, 1001 N Grand Ave, Tahlequah, OK 74464, USA"
"6296"	NA	"Harper Adams Agricultural College"	"United Kingdom"	"England"	"Newport, Salop"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6297"	NA	"Northwest Normal University"	"China"	"Gansu"	"Lanzhou"	"805 Anning Donglu, Shilidian.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6298"	NA	"Northwestern University"	"USA"	"Illinois"	"Evanston"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-87.6197349	41.8954119	"Robert H. Lurie Medical Research Center of Northwestern University, 303 E Superior St, Chicago, IL 60611, USA"
"6299"	NA	"Northwest Normal University"	"China"	"Gansu"	"Lanzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6300"	NA	"Universidade do Estado de Mato Grosso - Campus de Nova Xavantina"	"Brazil"	"Mato Grosso"	"78690-000 Nova Xavantina"	"BR-158, Km 148  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-52.3584778	-14.6644014	"Nova Xavantina, MT, Brazil"
"6301"	NA	"Ningxia Agricultural College"	"China"	"Ningxia"	"Yongning"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6302"	NA	"Ningxia Academy of Agriculture and Forestry Sciences"	"China"	"Ningxia"	"Yinchuan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6303"	NA	"Nanyue Arboretum"	"China"	"Hunan"	"Hengyang"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6304"	NA	"Silvicultural Research Station"	"Malawi"	""	"Dedza"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6305"	NA	"New Zealand Forest Research Institute Limited (Scion)"	"New Zealand"	""	"Rotorua"	"49 Sala Street, Whakarewarewa.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6306"	NA	"Oakland Museum of California"	"USA"	"California"	"Oakland"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-122.2635198	37.79873	"City of Oakland: Natural Sciences Division, 1000 Oak St, Oakland, CA 94607, USA"
"6307"	NA	"Instituto Politecnico Nacional (CIIDIR-Oax, IPN)"	"Mexico"	"Oaxaca"	"71230 Xoxocotlán"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6308"	NA	"California Polytechnic State University"	"USA"	"California"	"San Luis Obispo"	"352/359 Fisher Hall.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-120.7411603	35.1727748	"Cal Poly Pier, Avila Beach, CA 93424, USA"
"6309"	NA	"Planting Fields Arboretum State Historic Park"	"USA"	"New York"	"Oyster Bay"	"Planting Fields Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6310"	NA	"Oberlin College"	"USA"	"Ohio"	"Oberlin"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-95.1258766	40.6249043	"Oberlin Ave, College Springs, IA 51637, USA"
"6311"	NA	"Ochanomizu University"	"Japan"	"Tokyo"	"Tokyo-shi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6312"	NA	"University of Science and Arts of Oklahoma"	"USA"	"Oklahoma"	"Chickasha"	"Grand Avenue and 17th Street, Science Department.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-97.4907923	35.4777482	"The University Of Oklahoma Health Sciences Center, Comparative Medicine Annex, N Everest Ave, Oklahoma City, OK 73117, USA"
"6313"	NA	"Ochoco National Forest"	"USA"	"Oregon"	"Prineville"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-120.4212771	44.3585531	"Ochoco National Forest, Prineville, OR 97754, USA"
"6314"	NA	"Oklahoma City University"	"USA"	"Oklahoma"	"Oklahoma City"	"Dawson-Loeffler Sciece Building2501 North Blackwelder  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6315"	NA	"Orielton Field Centre"	"United Kingdom"	"Wales"	"Pembroke, Dyfed"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6316"	NA	"Forest Service Region 4, USDA"	"USA"	"Utah"	"Ogden"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6317"	NA	"Agricultural Museum of Praha"	"Czech Republic"	""	"373 41 Hluboká nad Vltavou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.4378005	50.0755381	"Prague, Czech Republic"
"6318"	NA	"Orel State University"	"Russia"	""	"Orel 302026"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6319"	NA	"Oldham Microscopical and Natural History Society"	"United Kingdom"	"England"	"Oldham, Lancashire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.1113659	53.5409298	"Oldham, UK"
"6320"	NA	"Biological Museum, Oskarshamn"	"Sweden"	""	"S-572 41 Oskarshamn"	"Björngatan 7, S-572 32 Oskarshamn.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	16.4473984	57.2656993	"Oskarshamn, Sweden"
"6321"	NA	"Oksky State Biosphere Reserve"	"Russia"	"Ryazan Region"	"Ryazan 391072"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6322"	NA	"Okayama University of Science"	"Japan"	"Okayama"	"Okayama City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6323"	NA	"University of Oklahoma"	"USA"	"Oklahoma"	"Norman"	"770 Van Vleet Oval.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-96.8175073	33.8834186	"Oklahoma University Rd, Kingston, OK 73439, USA"
"6324"	NA	"Oklahoma State University"	"USA"	"Oklahoma"	"Stillwater"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-94.9675425	35.9250995	"Optometry, 1001 N Grand Ave, Tahlequah, OK 74464, USA"
"6325"	NA	"Palacky University"	"Czech Republic"	""	"783 71 Olomouc"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	17.2134676	49.594447	"Univerzita Palackého Olomouc - Fakulta telesné kultury, tr. Míru 645/115, 779 00 Olomouc, Czech Republic"
"6326"	NA	"Universitat Oldenburg"	"Germany"	""	"D-26111 Oldenburg"	"Carl-von-Ossietzky-Strasse 9-11  "	NA	NA	"grbioorg"	"biodiversityinstitution"	8.1979766	53.1474895	"Botanischer Garten Oldenburg, Philosophenweg 39, 26121 Oldenburg, Germany"
"6327"	NA	"Gallery Oldham"	"United Kingdom"	"England"	"Oldham, Lancashire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.0972531	53.544606	"New Image Public Relations L, 16-18 Shaw Rd, Oldham OL1 3LQ, UK"
"6328"	NA	"Oundle School"	"United Kingdom"	"England"	"Oundle, Northamptonshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.4675466	52.4810034	"Oundle School Bookshop, Oundle, Peterborough PE8, UK"
"6329"	NA	"Vlastivedne muzeum v Olomouci"	"Czech Republic"	""	"CZ-771 73 Olomouc"	"Námestí Republiky 5.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	17.2508787	49.593778	"Olomouc, Czech Republic"
"6330"	NA	"Univerzity Palackeho"	"Czech Republic"	""	"771 40 Olomouc"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	17.2134676	49.594447	"Univerzita Palackého Olomouc - Fakulta telesné kultury, tr. Míru 645/115, 779 00 Olomouc, Czech Republic"
"6331"	NA	"Teachers Training College"	"Poland"	""	"PL-10-561 Olsztyn"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	19.0612886	49.8212775	"Kolegium Nauczycielskie, Krakowska 30, 43-300 Bielsko-Biala, Poland"
"6332"	NA	"Olivet College"	"USA"	"Michigan"	"Olivet"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-121.3958209	38.5548095	"Olivet Ct, Sacramento, CA 95826, USA"
"6333"	NA	"Olympic National Park"	"USA"	"Washington"	"Port Angeles"	"600 East Park Avenue  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-123.6043524	47.8021067	"Olympic National Park, 3002 Mt Angeles Rd, Port Angeles, WA 98362, USA"
"6334"	NA	"University of Nebraska Omaha"	"USA"	"Nebraska"	"Omaha"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-95.9786222	41.2549998	"Univ. Of Ne Medical Center, Omaha, NE 68198, USA"
"6335"	NA	"Mills College"	"USA"	"California"	"Oakland"	"5000 MacArthur Boulevard.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-122.1817002	37.7816835	"Mills College, Oakland, CA, USA"
"6336"	NA	"Okresni muzeum a galerie"	"Czech Republic"	""	"506 01 Jicín"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6337"	NA	"Oblastni muzeum Kutna Hora"	"Czech Republic"	""	"Kutná Hora"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	15.2686536	49.9524314	"Kutna Hora, Czech Republic"
"6338"	NA	"Polabske muzeum v Podebradech"	"Czech Republic"	""	"CZ-290 01 Podebrady"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	15.1228517	50.1471931	"Financní Úrad V Podebradech, Hakenova 797/3, 290 01 Podebrady, Czech Republic"
"6339"	NA	"Omsk Pedagogical Univeristy"	"Russia"	""	"Omsk"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	73.3242362	54.9884804	"Omsk, Omsk Oblast, Russia"
"6340"	NA	"Omsk S M Kirov Agricultural University"	"Russia"	""	"Omsk 644008"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	73.3242362	54.9884804	"Omsk, Omsk Oblast, Russia"
"6341"	NA	"Ondokuz Mayis University"	"Turkey"	""	"55139 Kurupelit-Samsun"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	36.198373	41.367613	"Körfez, 19 Mayis Ünv., 55270 Atakum/Samsun, Turkey"
"6342"	NA	"Natural History Museum"	"Oman"	""	"Muscat 100"	"Al Khuwayr (North), Ministries Street of Sultanate.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6343"	NA	"Kameyama Botanical Garden"	"Japan"	"Kyoto"	"Kameoka"	"Ten'onkyo.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	136.4516451	34.8557554	"Kameyama, Mie Prefecture, Japan"
"6344"	NA	"Silesian Museum"	"Czech Republic"	""	"CZ-746 46 Opava"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6345"	NA	"University of Oregon"	"USA"	"Oregon"	"Eugene"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-111.8867174	33.4239891	"Oregon, Tempe, AZ 85281, USA"
